sample_index,sample_id,baseline,main_modality,ratio,k,RandomComp_cls_mean,RandomComp_reg_mean,RandomSuff_cls_mean,RandomSuff_reg_mean
74,225770$_$5,missing,T,0.2,2,0.0038701911108399044,0.012351074218749999,0.1527664244570312,0.037556152343749996
74,225770$_$5,missing,T,0.3,2,0.022748746408691466,0.016184082031249998,0.1554336637851562,0.03673095703125
75,225770$_$4,missing,T,0.1,4,0.22844692326171873,0.032769775390625006,0.2617843404804687,0.05596191406250001
75,225770$_$4,missing,T,0.2,7,0.14785762882812498,0.028289794921875007,0.25147245826953124,0.046585693359375
75,225770$_$4,missing,T,0.3,10,0.16773830509765625,0.034043579101562506,0.2650131151210938,0.0423931884765625
76,225770$_$6,missing,T,0.1,4,0.24853664900390626,0.09375976562499999,2.2269302036914067,0.13195800781250006
76,225770$_$6,missing,T,0.2,7,1.0016845371874996,0.16896636962890627,1.800006070390625,0.20557495117187502
76,225770$_$6,missing,T,0.3,10,1.298623624101562,0.2050889587402344,1.7043761908906252,0.2971453857421875
77,236021$_$12,missing,V,0.1,2,0.1289062293749998,0.05208984375000003,0.932128885625,0.32500000000000007
77,236021$_$12,missing,V,0.2,3,0.1822509559374998,0.07302734375,0.7016845496874998,0.25904296875000005
77,236021$_$12,missing,V,0.3,4,0.2310668739062498,0.09238281250000005,0.5452636512499998,0.20908203125000005
78,236021$_$1,missing,T,0.1,3,0.07375488300000002,0.06656295776367187,0.4793373109785156,0.33753112792968754
78,236021$_$1,missing,T,0.2,6,0.11395111102734376,0.08775070190429687,0.2595779420632812,0.23429636001586912
78,236021$_$1,missing,T,0.3,9,0.10145301837597658,0.07153724670410155,0.22610626235703127,0.21947021484375004
79,236021$_$3,missing,T,0.1,1,0.14833983124999986,0.050781249999999986,3.713671862500001,1.0745532226562502
79,236021$_$3,missing,T,0.2,2,0.20781248749999987,0.05871093750000006,2.4506835812499994,0.7302148437500001
79,236021$_$3,missing,T,0.3,3,0.5280517453125,0.17117187500000006,1.0460632199218751,0.29781250000000004
